Estado / Canal,Ciudad,coordenadas,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
PUEBLA                   ,ZACATLAN       ,"19.9331227,-97.9749843,15.25",1400,2580000,2313000,2077000,1870000,2073000,2072000,1747000,2313000,1988000,1886000,1466000,1834000
JALISCO                  ,TLAJOMULCO DE Z,"20.5505692,-103.4806266,12",1401,14063000,8296000,7994000,7634000,7522000,8016000,7391000,8498000,7211000,7418000,5937000,6593000
VERACRUZ                 ,RINCONADA      ,"19.3534411,-96.5670891,17",1402,3951000,3156000,2462000,2362000,2651000,2812000,2238000,2586000,2434000,2171000,2059000,2191000
VERACRUZ                 ,VERACRUZ       ,"19.1679308,-96.2379136,15",1403,35737000,22555000,18023000,17642000,21033000,22137000,19219000,23431000,18267000,17427000,15757000,19263000
CHIHUAHUA                ,CD JUAREZ      ,"31.7754066,-106.6305971,13",1404,2366000,1859000,1540000,1437000,1927000,1587000,1349000,1589000,1390000,1573000,1154000,1218000
BAJA CALIFORNIA SUR      ,CABO SAN LUCAS ,"22.904641,-110.1747103,11",1405,5032000,3378000,3453000,2947000,4423000,3902000,2906000,3138000,2392000,2839000,2358000,2044000
COAHUILA                 ,TORREON        ,"25.5987531,-103.4037875,18.92",1406,4476000,3352000,3599000,2799000,3279000,3445000,2841000,3184000,2981000,2917000,2654000,2382000
ESTADO DE MEXICO         ,CHIMALHUACAN   ,"19.3928581,-98.9929182,13",1407,10251000,6686000,6746000,5933000,7113000,6311000,5375000,6515000,5823000,6275000,5627000,7191000
NAYARIT                  ,ACAPONETA      ,"22.489773,-105.3687941,20",1408,20643000,12091000,8701000,9399000,11209000,10025000,8667000,10883000,10377000,8718000,8087000,8991000
DISTRITO FEDERAL         ,CUAUHTEMOC     ,"19.4448183,-99.1837533,13.5",1409,4664000,3078000,2953000,2851000,3176000,2605000,2636000,3081000,2488000,2652000,2007000,2453000
JALISCO                  ,COCULA         ,"20.3661026,-103.8944113,13",1410,19158000,12967000,9815000,9683000,10839000,10501000,10264000,11470000,9249000,9172000,8325000,9620000
DISTRITO FEDERAL         ,CUAUHTEMOC     ,"19.438074,-99.1761901,14",1411,9650000,7614000,6104000,5645000,5471000,5583000,5337000,6066000,5323000,5412000,4930000,6738000
ESTADO DE MEXICO         ,TLALNEPANTLA DE,"19.5694779,-99.2909149,12",1412,9260000,6010000,4761000,4363000,4964000,4825000,4123000,4998000,4491000,4459000,4061000,5203000
SINALOA                  ,CHOIX          ,"26.7080286,-108.3254686,17.54",1413,5385000,3399000,3214000,3013000,3065000,2910000,2775000,3194000,3146000,2766000,2805000,2684000
BAJA CALIFORNIA SUR      ,CD CONSTITUCION,"25.0398678,-111.6944522,15",1414,8356000,4941000,3499000,3018000,3321000,3069000,2892000,2750000,2493000,2079000,1262000,1287000
BAJA CALIFORNIA NORTE    ,MEXICALI       ,"32.58535,-115.5212989,12",1415,22559000,13320000,11636000,10857000,11516000,11482000,11090000,12767000,11414000,11869000,9564000,8946000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.4360703,-117.0751766,13",1416,4679000,3321000,3637000,3288000,4151000,3089000,3459000,3681000,3188000,2982000,2629000,2491000
CHIHUAHUA                ,ASCENCION      ,"31.0927056,-108.0237141,14",1417,11188000,7456000,6515000,6248000,6355000,8003000,6691000,6665000,6045000,5745000,4655000,4487000
CHIHUAHUA                ,CD JUAREZ      ,"31.6469182,-106.4770556,12.5",1418,24064000,18231000,13893000,12548000,14401000,14809000,14457000,15247000,12929000,12092000,10586000,10004000
CHIAPAS                  ,ARRIAGA        ,"16.2340317,-93.9011609,18.25",1419,7643000,6582000,5186000,5203000,5888000,4821000,4862000,5144000,4917000,5128000,4699000,4515000
COAHUILA                 ,SALTILLO       ,"25.4570713,-101.0120236,19.29",1420,21733000,12924000,10771000,10335000,11468000,10960000,10735000,12839000,10148000,10291000,8805000,8524000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.5751602,-99.0477739,14",1421,8584000,6398000,4646000,5021000,5791000,5228000,4756000,5897000,5039000,5065000,4402000,6412000
TAMAULIPAS               ,MATAMOROS      ,"25.8580025,-97.5373597,20.17",1422,2823000,1513000,1296000,1221000,1750000,1324000,1165000,1564000,1239000,1361000,1481000,1131000
NUEVO LEON               ,GENERAL ESCOBED,"25.7783855,-100.391447,13",1423,2544000,1826000,1539000,1376000,1811000,1803000,1697000,1620000,1352000,1205000,1247000,1111000
DURANGO                  ,GOMEZ PALACIO  ,"25.5657982,-103.4972912,20",1424,1318000,669000,692000,572000,664000,709000,702000,818000,662000,640000,527000,497000
VERACRUZ                 ,ORIZABA        ,"18.8480719,-97.0982897,16.79",1425,2596000,2588000,2209000,2188000,2176000,2023000,1909000,1933000,1752000,1899000,1671000,1678000
CHIAPAS                  ,MAPASTEPEC     ,"15.4353989,-92.900521,18.04",1426,26221000,21113000,17455000,16044000,17550000,18963000,15805000,18322000,16369000,16655000,14078000,14698000
HIDALGO                  ,VILLA DE TEZONT,"20.1922752,-99.2684682,21",1427,12441000,10125000,8319000,7691000,9217000,9174000,7613000,8787000,7674000,8848000,7491000,9550000
QUINTANA ROO             ,CANCUN         ,"21.1765174,-86.8787904,17.25",1428,5830000,3747000,3866000,3769000,4543000,4297000,3579000,3749000,3451000,3528000,3025000,2548000
NUEVO LEON               ,SN NICOLAS DE L,"25.720694,-100.2782273,13.25",1429,8408000,3793000,3085000,2338000,2996000,3137000,3142000,3303000,2555000,2381000,1589000,1154000
COAHUILA                 ,SALTILLO       ,"25.3887247,-100.9974657,17.67",1430,1114000,626000,647000,605000,839000,579000,616000,736000,605000,486000,428000,400000
TAMAULIPAS               ,REYNOSA        ,"26.0888375,-98.2804419,19",1431,11628000,5721000,5156000,4607000,4835000,4472000,4545000,5013000,4403000,4122000,3538000,2580000
NUEVO LEON               ,MONTEMORELOS   ,"25.1840132,-99.8539272,13.5",1432,2157000,1335000,1267000,1138000,1226000,1027000,1016000,1156000,1106000,965000,992000,752000
VERACRUZ                 ,OMEALCA        ,"18.7471581,-96.7893383,17",1433,3498000,3226000,3317000,2961000,3416000,3316000,3044000,2890000,2318000,2565000,2208000,2510000
NUEVO LEON               ,GENERAL ESCOBED,"25.7783855,-100.391447,13",1434,1203000,674000,534000,483000,711000,510000,337000,515000,445000,488000,384000,311000
JALISCO                  ,TLAJOMULCO DE Z,"20.5107185,-103.425972,14",1435,12956000,7686000,6756000,5895000,6564000,6365000,6079000,7244000,6101000,5677000,5252000,5121000
BAJA CALIFORNIA NORTE    ,MEXICALI       ,"32.6569544,-115.4643212,13",1436,26446000,17072000,15092000,13160000,14629000,14074000,14062000,14671000,12714000,13410000,11405000,10644000
OAXACA                   ,SALINA CRUZ    ,"16.179316,-95.1947015,18",1437,6028000,3361000,2795000,2544000,2830000,3043000,2546000,2916000,2946000,2953000,2493000,2299000
OAXACA                   ,OAXACA         ,"17.0660407,-96.7378197,18",1438,2807000,2238000,2199000,2133000,2292000,2043000,2210000,2259000,2036000,1953000,1779000,1710000
ESTADO DE MEXICO         ,ATIZAPAN D ZARA,"19.5543409,-99.3400311,13",1439,5441000,3764000,3405000,3316000,3485000,3294000,3189000,3760000,3080000,3003000,2511000,3091000
JALISCO                  ,TOMATLAN       ,"19.9425306,-106.4001846,9",1440,8222000,6291000,5170000,5071000,5976000,5774000,5235000,5115000,4435000,4663000,4657000,5001000
YUCATAN                  ,IZAMAL         ,"21.0294093,-89.6112738,18.71",1441,15713000,9927000,7443000,7423000,8356000,8216000,7067000,7568000,6834000,6311000,5748000,5376000
ESTADO DE MEXICO         ,TOLUCA         ,"19.2888701,-99.7089791,13.25",1442,8023000,4568000,5574000,4615000,5461000,4499000,5023000,5674000,5097000,4793000,4250000,5414000
QUERETARO                ,QUERETARO      ,"20.536599,-100.4348138,20",1443,4467000,3315000,2780000,3122000,3229000,3043000,2628000,3027000,2996000,3457000,2768000,3478000
BAJA CALIFORNIA SUR      ,SAN JOSE DEL CA,"23.0999047,-109.7984362,13",1444,30972000,17858000,16201000,14824000,16631000,16013000,14743000,15478000,14089000,12857000,11831000,11515000
TABASCO                  ,HUIMANGUILLO   ,"17.8314701,-93.3977354,19.13",1445,4300000,3371000,2558000,2467000,2723000,2585000,2275000,2358000,2274000,2412000,2141000,2123000
MORELOS                  ,TEMIXCO        ,"18.8208568,-99.232651,20",1446,19736000,14286000,12277000,11897000,13011000,13822000,11369000,13755000,11153000,12024000,10983000,14122000
MORELOS                  ,CUERNAVACA     ,"18.925331,-99.2282817,21",1447,6249000,4526000,3908000,3714000,3828000,3942000,3841000,4085000,3290000,3577000,3271000,4165000
PUEBLA                   ,ATLIXCO        ,"18.9057281,-98.4550554,13.75",1448,10605000,6479000,5244000,5177000,5893000,5781000,4510000,5475000,4823000,4427000,4300000,6203000
TAMAULIPAS               ,REYNOSA        ,"26.0498666,-98.3477258,20",1449,3762000,2673000,2570000,2602000,3102000,2648000,2600000,2241000,2486000,2441000,1827000,1726000
COAHUILA                 ,MUZQUIZ        ,"27.8784074,-101.5177303,18.79",1450,19507000,12445000,10855000,9524000,10863000,10187000,9796000,10700000,9139000,8513000,7605000,7712000
NUEVO LEON               ,GALEANA        ,"24.8253786,-101.2299156,9",1451,11363000,5311000,5028000,5240000,5571000,5495000,4683000,5149000,5181000,5033000,4226000,4156000
NUEVO LEON               ,MONTERREY      ,"25.6905586,-100.3266284,12",1452,6039000,3348000,2759000,2523000,2840000,2767000,2550000,3008000,2683000,2831000,2169000,1665000
DURANGO                  ,CANATLAN       ,"24.5278531,-104.7775034,21",1453,3907000,2802000,2211000,1843000,2506000,2262000,2355000,2498000,2208000,2300000,2089000,1971000
CHIHUAHUA                ,GUERRERO       ,"28.5477352,-108.8579416,8",1454,9842000,5606000,4845000,4731000,5519000,5388000,5134000,5390000,4514000,4708000,3951000,3835000
ESTADO DE MEXICO         ,TLALNEPANTLA   ,"19.5694779,-99.2909149,12",1455,10011000,6529000,5412000,5058000,5758000,5651000,4734000,6094000,5612000,5670000,4935000,6374000
DISTRITO FEDERAL         ,GUSTAVO A MADER,"19.464387,-99.1695578,13",1456,5883000,4573000,3628000,3523000,3710000,3613000,3019000,3675000,3611000,3794000,3447000,4559000
DURANGO                  ,LERDO          ,"25.534848,-103.5248729,20",1457,1948000,1182000,945000,996000,1206000,1102000,1274000,1233000,1114000,1366000,1082000,1059000
CHIHUAHUA                ,CD MADERA      ,"29.1905328,-108.5498792,10",1458,3632000,2073000,1881000,1800000,2305000,2247000,2097000,2024000,1710000,1917000,1764000,1654000
ESTADO DE MEXICO         ,COATEPEC HAR   ,"18.9195825,-100.0613299,11",1459,10909000,10784000,8522000,8038000,9021000,9197000,7745000,8866000,7181000,8093000,7174000,10279000
ESTADO DE MEXICO         ,SAN MATEO ATENC,"19.2773185,-99.6177148,13",1460,9428000,8554000,6954000,6990000,6915000,6594000,6383000,7676000,6447000,7243000,6684000,7661000
PUEBLA                   ,"CHOLULA,PUEBLA ","19.051721,-98.6188357,10.75",1461,5507000,3338000,2635000,2536000,3009000,2931000,2558000,2616000,2131000,2015000,1531000,2479000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.6040818,-99.1018203,12.5",1462,12748000,9748000,8343000,6994000,7841000,7835000,7601000,8737000,7863000,8108000,7110000,9816000
QUINTANA ROO             ,CANCUN         ,"21.1762094,-86.9145665,18.75",1463,22313000,11567000,10691000,10364000,10934000,10854000,10370000,11224000,9862000,9886000,8892000,8651000
VERACRUZ                 ,COATZACOALCOS  ,"18.1369766,-94.4862348,14.5",1464,2043000,1331000,1263000,1232000,1143000,1400000,1497000,1414000,1363000,1515000,1136000,1094000
HIDALGO                  ,APAN           ,"19.711308,-98.4527817,21",1465,17138000,14276000,9858000,9785000,11210000,11218000,10006000,11102000,9707000,10088000,9667000,12463000
SAN LUIS POTOSI          ,TAMAZUNCHALE   ,"21.2633207,-98.9137278,12",1466,7482000,5021000,4144000,3975000,4487000,4622000,3569000,3927000,3642000,4272000,3515000,3807000
DISTRITO FEDERAL         ,TLAHUAC        ,"19.2874263,-99.0985697,13.5",1467,18460000,15499000,12176000,11431000,12417000,12446000,11892000,13086000,12297000,12612000,11286000,13702000
JALISCO                  ,ENCARNACION    ,"21.5260644,-102.5824129,10",1468,4565000,3047000,2714000,2588000,3302000,2987000,2745000,3562000,2843000,3160000,2596000,2780000
SAN LUIS POTOSI          ,SAN LUIS POTOSI,"22.1836893,-101.075563,12.42",1469,1924000,1163000,1005000,915000,1065000,1125000,835000,1208000,896000,1083000,804000,679000
OAXACA                   ,OAXACA         ,"17.0611395,-96.7348001,18",1470,2809000,2493000,2008000,2106000,2201000,2019000,1805000,2029000,1799000,2241000,1721000,1807000
SINALOA                  ,CULIACAN       ,"24.8254873,-107.429629,17.29",1471,27722000,14781000,12661000,11815000,13146000,12046000,11364000,14502000,13584000,11808000,10279000,9455000
CHIAPAS                  ,TUXTLA CHICO   ,"14.9376467,-92.1642924,18.58",1472,5629000,4446000,4459000,4378000,5061000,4440000,4198000,4700000,4041000,4234000,3568000,3821000
OAXACA                   ,RIO GRANDE     ,"16.0113909,-97.4381643,21",1473,17633000,14266000,11149000,10910000,13207000,12650000,10848000,11424000,12085000,11921000,10814000,11546000
SINALOA                  ,CULIACAN       ,"24.8440576,-107.4035444,14",1474,618000,602000,668000,695000,757000,801000,738000,850000,823000,847000,903000,1081000
NUEVO LEON               ,APODACA        ,"25.7822035,-100.3068924,13",1475,1567000,1053000,897000,819000,1082000,811000,866000,1036000,925000,866000,941000,751000
HIDALGO                  ,PACHUCA        ,"20.1127128,-98.7736566,20",1476,13042000,10230000,9254000,8401000,9508000,9423000,8076000,9570000,8195000,8450000,8218000,9688000
SONORA                   ,AGUA PRIETA    ,"31.321678,-109.5549151,17",1477,4392000,2904000,2468000,2205000,2791000,2309000,2379000,2774000,2497000,2532000,1845000,1805000
ESTADO DE MEXICO         ,TECAMAC        ,"19.6526589,-99.0563706,12.25",1478,6508000,4363000,3982000,3452000,3923000,3616000,3220000,3877000,3134000,3358000,2633000,3573000
PUEBLA                   ,AMOZOC         ,"19.0432757,-98.1207819,13",1479,1942000,1421000,1211000,1204000,1450000,1323000,1209000,1601000,1172000,1341000,1053000,1217000
HIDALGO                  ,PACHUCA        ,"20.0369196,-98.7953759,20",1480,7421000,5018000,4357000,4218000,4580000,4107000,4342000,4540000,3868000,3633000,3839000,5170000
ESTADO DE MEXICO         ,LERMA DE VILLAD,"19.2827821,-99.503813,17.25",1481,2451000,1354000,719000,720000,926000,1021000,985000,1169000,852000,784000,664000,934000
ESTADO DE MEXICO         ,TOLUCA         ,"19.289432,-99.6719341,14.75",1482,4286000,2108000,1579000,1512000,1902000,2025000,1895000,2093000,1570000,1445000,1171000,1407000
DISTRITO FEDERAL         ,IZTAPALAPA     ,"19.388357,-99.1354446,14",1483,3725000,1543000,1449000,1276000,1725000,1289000,1491000,1701000,1298000,1333000,1115000,1260000
CHIAPAS                  ,TUXTLA GUTIERRE,"16.7462739,-93.0777276,17.67",1484,17439000,10522000,8136000,8441000,9788000,9182000,7868000,9045000,7616000,8220000,6752000,7168000
ZACATECAS                ,ZACATECAS      ,"22.7594774,-102.6156029,14",1485,17102000,10849000,10021000,9554000,10123000,9984000,9641000,10237000,9094000,9224000,7817000,8088000
JALISCO                  ,EL SALTO       ,"20.504753,-103.2741775,12",1486,22275000,13378000,10993000,10307000,11470000,10793000,9994000,11617000,9406000,8911000,8556000,7860000
ESTADO DE MEXICO         ,IXTAPALUCA     ,"19.3223539,-99.0038609,12.25",1487,10624000,8366000,6914000,6936000,6812000,6784000,6270000,6786000,6292000,6031000,5085000,6978000
CHIHUAHUA                ,CD JUAREZ      ,"31.7390805,-106.6298246,12",1488,10276000,7695000,6421000,6317000,6935000,7153000,7247000,6670000,5692000,5917000,4929000,4475000
CHIAPAS                  ,VILLAFLORES    ,"16.7850249,-93.1052114,18.75",1489,1954000,1376000,1125000,920000,1276000,1364000,1088000,1349000,1032000,1120000,972000,1104000
QUERETARO                ,AMEALCO        ,"20.1874786,-100.1482057,21",1490,13243000,10484000,9170000,8597000,8256000,8630000,7088000,8280000,6979000,7151000,6128000,8309000
SINALOA                  ,COSTA RICA     ,"24.4212842,-107.2264496,15.83",1491,3615000,2723000,2468000,2099000,2155000,2010000,2043000,2551000,2510000,2125000,2174000,2282000
QUINTANA ROO             ,PLAYA DEL CARME,"20.6712207,-87.1162802,18.67",1492,23347000,12503000,12436000,11915000,13016000,12975000,11640000,12862000,11686000,10716000,10601000,11130000
DISTRITO FEDERAL         ,TLALPAN        ,"19.2958333,-99.1796243,13",1493,8939000,5528000,4552000,4560000,5396000,5013000,4637000,5540000,5407000,4939000,4117000,5695000
CHIHUAHUA                ,CAMARGO        ,"27.6920103,-105.1769827,16.5",1494,2365000,1465000,1303000,1371000,1551000,1342000,1284000,1358000,1425000,1311000,1125000,1028000
COLIMA                   ,COQUIMATLAN    ,"19.2421831,-103.729565,20",1495,2034000,1172000,1089000,982000,1367000,1259000,1186000,1178000,1036000,1047000,915000,979000
PUEBLA                   ,ESPERANZA PUE  ,"19.1055388,-98.4506834,9",1496,3821000,3188000,2660000,2527000,2821000,2944000,2262000,2828000,2150000,2541000,2185000,2417000
PUEBLA                   ,TEZIUTLAN      ,"19.8153997,-97.3780214,15.25",1497,11264000,8979000,7188000,7253000,7594000,7599000,6127000,7423000,6224000,6280000,5682000,8727000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.5826718,-99.0593916,15",1498,1421000,1149000,1134000,1162000,1461000,1372000,1192000,1212000,1297000,1185000,1032000,1146000
BAJA CALIFORNIA SUR      ,LA PAZ         ,"24.1018338,-110.3684807,14",1499,3662000,2207000,2001000,1583000,2322000,1852000,1611000,1884000,1906000,1576000,1470000,1240000
PUEBLA                   ,TETELA DE OCAM ,"19.8182123,-97.8071865,18",1500,9083000,7241000,5557000,5348000,6160000,6213000,4892000,6048000,5659000,5490000,4753000,6016000
DISTRITO FEDERAL         ,CUAUHTEMOC     ,"19.4447918,-99.1700962,14",1501,1906000,1297000,1419000,1210000,1354000,1278000,1157000,1421000,1194000,1336000,1115000,1255000
OAXACA                   ,SAN PEDRO POCHU,"15.7477986,-96.4681881,18.75",1502,21982000,17788000,15961000,14624000,18409000,18343000,14421000,15932000,15151000,15786000,14859000,15813000
GUANAJUATO               ,APASEO EL ALTO ,"20.5395123,-100.7794127,12",1503,18626000,13527000,10548000,10254000,11043000,10605000,10505000,12392000,9823000,9380000,8905000,12615000
ESTADO DE MEXICO         ,ACOLMAN        ,"19.6359945,-98.9175194,17",1504,12422000,10419000,8191000,7700000,8001000,8240000,7722000,7991000,7106000,7336000,6885000,9982000
