Estado / Canal,Ciudad,latitud,longitud,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
NUEVO LEON               ,MONTERREY      ,26.9325723,-105.6650713,157,15483.3745,15483.3545,14030.3545,9059.47,15483.3545,15010.6845,14030.3545,15810.9745,16003.3545,15325.2145,14323.6645,16881.91442
CHIHUAHUA                ,PARRAL         ,31.6547712,-106.5231812,158,25694.59,25697.64,23927.74,22500.59,23837.77,25221.9,23927.74,23339.26,23150.25,23151.77,22920.56,26868.442
CHIHUAHUA                ,CD JUAREZ      ,19.648616,-99.2275823,159,11961.43,11959.91,10520.63,11817.16,7112.1,11484.17,10520.63,7756.63,6291.82,5515.92,5251.17,6368.4116
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,19.4728222,-99.2813422,160,15619.91,15624.48,9046.91,9979.91,9979.91,15147.22,9046.91,10312.08,10499.91,9906.17,8820.22,10497.8956
ESTADO DE MEXICO         ,NAUCALPAN      ,20.6090372,-103.9177036,161,24932.77,24930.96,29435.9173,24890.25,24890.25,24604.28,29435.9173,25381.65,25670.25,25426.25,25196.56,29494.45
JALISCO                  ,TLAQUEPAQUE    ,25.8646726,-97.4782105,162,24016.98,24016.98,22319.98,22992.98,21583.58,23544.29,22319.98,21054.38,21342.98,21546.92,21317.23,24994.4272
TAMAULIPAS               ,MATAMOROS      ,19.0508157,-98.2352235,163,24027.87,24027.87,22574.87,24029.39,25366.58,23555.18,22574.87,25854.93,25757.12,25511.6,25281.91,29595.2192
PUEBLA                   ,PUEBLA         ,18.2634907,-93.2246359,164,9871.17,9871.17,8418.17,9095.09,7441.17,7856.24,8418.17,7932.57,8221.17,6294.8,5938.48,7107.7608
TABASCO                  ,COMALCALCO     ,19.0853416,-102.3829724,165,25735.59,25735.59,24282.59,24175.59,24175.59,25262.9,24282.59,24796.59,10709.74,25222.19,24992.5,29257.7404
MICHOACAN                ,APATZINGAN     ,22.2507276,-97.8658042,166,43582.44,43582.44,41925.5,43174.56,44510.22,29892.9,41925.5,45165.42,43765.34,43111.41,42868.47,64546.3756
TAMAULIPAS               ,TAMPICO        ,19.2722985,-99.7487354,167,20720.92,20722.44,19284.69,20213.12,20203.97,20248.23,19284.69,20537.66,20720.92,19572.42,19041.23,22354.2672
ESTADO DE MEXICO         ,TOLUCA         ,19.186643,-96.153777,168,14293.91,14293.91,17428.28874,9790.86,16214.7645,17259.5075,17428.28874,15829.9645,16214.7645,16174.7045,15945.0145,18764.42042
VERACRUZ                 ,VERACRUZ       ,17.9918435,-92.9178185,169,27355.59,27355.59,25902.59,25795.59,25228.59,26882.9,25902.59,25158.39,25446.15,24134.76,23905.07,27996.3216
TABASCO                  ,VILLAHERMOSA   ,20.5469525,-100.8825453,170,27236.83,27236.83,25783.83,26716.83,25769.13,25425.84,25783.83,24614.43,11011.1,24692.49,24462.8,28643.2884
GUANAJUATO               ,CELAYA         ,26.9010297,-101.4409145,171,14979.91,14979.91,13526.91,14459.91,14459.91,14507.22,13526.91,14787.51,14786.95,13529.91,13300.22,15697.2708
COAHUILA                 ,MONCLOVA       ,27.4840006,-109.9788621,172,12842.3845,12836.2845,11869.7645,6380.38,12804.2845,12362.0745,11869.7645,6219.98,6412.38,6041.28,4521.11,5532.1444
SONORA                   ,CD OBREGON     ,25.8526502,-97.5084193,173,27604.59,27604.59,26920.19247,23553.71,28980.4745,27131.9,26920.19247,25574.8745,25767.2745,25727.2145,25497.5245,29843.56882
TAMAULIPAS               ,MATAMOROS      ,19.4786192,-99.242034,174,22305.7645,22307.2845,20852.7645,15891.01,22305.7645,21833.0745,20852.7645,22633.3645,22833.3845,22927.2545,22816.0145,26738.31842
DISTRITO FEDERAL         ,AZCAPOTZALCO   ,19.4002525,-99.2452088,175,14983.85,14983.85,13530.85,13423.85,13423.85,14307.22,13530.85,14406.65,14983.85,13690.63,10892.16,12901.346
DISTRITO FEDERAL         ,ALVARO OBREGON ,18.1267911,-94.5178443,176,25656.58,25656.58,22704.59,29376.2573,30711.9173,25183.89,22704.59,28524.5245,28906.2745,28166.7345,26224.5245,30686.88882
VERACRUZ                 ,COATZACOALCOS  ,18.9275992,-99.2314146,177,22356.66,22356.66,20903.66,22356.66,22356.66,21883.97,20903.66,22848.06,23136.66,22892.66,22662.97,26555.4856
MORELOS                  ,CUERNAVACA     ,19.3574343,-99.0073782,178,16295.0745,16295.0745,14598.0745,9060.17,14432.5945,14280.1445,14598.0745,8107.61,6635.17,6635.17,6405.48,7698.5604
ESTADO DE MEXICO         ,LOS REYES LA PA,19.1893066,-96.1464615,179,24193.16,24191.35,23685.81,24360.33,24363.38,23621.67,23685.81,24851.73,24906.69,23090.38,22856.12,26786.6156
VERACRUZ                 ,VERACRUZ       ,24.0230293,-104.6706933,180,12639.91,12639.91,11186.91,11599.91,11599.91,12167.22,11186.91,12255.11,11795.71,9983.91,9754.22,11581.3356
DURANGO                  ,DURANGO        ,19.6509601,-99.2433751,181,18272.1,18205.02,18374.01357,14068.02,18921.5745,17675.93,18374.01357,16803.0645,17006.1345,16003.3545,15460.2645,18256.93202
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,19.646599,-99.2312925,182,18875.15,18859.91,13906.91,14839.91,12944.51,18387.22,13906.91,10312.08,10512.11,9874.56,8820.22,10515.574
ESTADO DE MEXICO         ,TULTITLAN      ,20.5949965,-103.4221709,183,23264.59,23264.59,21811.59,22744.59,22744.59,22791.9,21811.59,23072.19,23264.59,22116.09,21584.9,25304.9244
JALISCO                  ,TLAQUEPAQUE    ,20.631007,-103.3274226,184,13739.91,13739.91,12286.91,13219.91,11248.08,13267.22,12286.91,10307.51,10507.53,10258.96,10026.22,11896.8556
JALISCO                  ,TONALA         ,19.2006199,-96.262368,185,24375.65,24375.65,21423.66,22356.66,23692.32,23902.96,21423.66,23211.9,23006.32,22966.26,22742.67,26642.6248
VERACRUZ                 ,VERACRUZ       ,16.8563327,-99.9039644,186,9508.98,9508.98,8055.98,8988.98,8988.98,9036.29,8055.98,9316.58,9297.93,8871.54,8636.23,10284.4672
GUERRERO                 ,ACAPULCO       ,32.5322785,-117.0688524,187,19319.91,19319.91,17866.91,19319.91,18574.71,18847.22,17866.91,16735.11,14707.91,14463.91,14234.22,16778.1356
BAJA CALIFORNIA NORTE    ,TIJUANA        ,21.1031792,-101.8014984,188,15570.79,15570.77,14117.77,15570.8,15570.77,15991.68,14117.77,16062.17,16350.79,15455.53,14202.5,16585.4132
GUANAJUATO               ,LEON           ,32.5354967,-116.9528508,189,17983.91,17983.91,16301.22,17234.22,17234.22,16010.18,16301.22,15941.82,16134.22,14768.64,14454.53,17033.6952
BAJA CALIFORNIA NORTE    ,TIJUANA        ,28.6920687,-106.26086,190,16049.81,16049.81,14596.81,14640.41,13619.81,15577.12,14596.81,13948.93,14141.33,13638.56,12664.06,14976.2032
CHIHUAHUA                ,CHIHUAHUA      ,25.5800109,-108.4638411,191,11731.98,11731.98,10278.98,9640.58,9591.98,11259.29,10278.98,10123.52,10315.92,9553.34,8636.23,10284.4672
SINALOA                  ,GUASAVE        ,19.5192955,-99.1999997,192,19771.62,19771.6,18318.6,19773.14,17440.32,19298.93,18318.6,15403.02,14642.38,13638.62,13408.91,15820.7992
DISTRITO FEDERAL         ,GUSTAVO A MADER,24.3172161,-107.3638878,193,16049.91,16049.91,14596.91,15269.91,15269.91,15577.22,14596.91,15761.31,16049.91,14449.16,13767.22,16236.4156
SINALOA                  ,EL DORADO      ,17.9698526,-92.9725893,194,32435.47,32435.47,31629.57247,23554.59,29978.4945,31962.78,31629.57247,30469.8945,16365.7145,30697.2645,30467.5745,35608.82682
TABASCO                  ,VILLAHERMOSA   ,19.6884049,-99.2512822,195,13739.91,13739.91,12286.91,12085.91,9979.91,13267.22,12286.91,10307.51,9872.79,9049.91,8820.22,10500.0648
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,25.7687115,-100.3658235,196,19388.2873,12149.63,23397.9546,18852.2873,18852.2873,11145.04,23397.9546,19099.68833,19388.2873,18945.2073,18104.5973,21267.77327
NUEVO LEON               ,GENERAL ESCOBED,19.6289156,-99.1213989,197,10840.06,10830.91,9377.91,9790.91,9792.43,10358.22,9377.91,10450.68,10815.87,9988.48,9754.22,11586.6368
ESTADO DE MEXICO         ,COACALCO DE BER,19.632796,-99.1222572,198,26039.04,26042.09,23091.63,23760.05,23766.15,25567.88,23091.63,24254.5,11326.25,25111.68,23597.6,27634.3436
ESTADO DE MEXICO         ,COACALCO DE BER,18.0180041,-92.9128076,199,28959.59,28813.58,32418.1373,28008.75,24080.25,28340.89,32418.1373,24407.85,24600.25,23922.09,22920.56,26854.29
TABASCO                  ,VILLAHERMOSA   ,19.5385465,-99.2264629,200,17555.98,17555.98,16102.98,17555.98,32271.63,17083.29,16102.98,29366.09,28895.19,28108.49,27878.8,32605.8484
ESTADO DE MEXICO         ,TLALNEPANTLA DE,19.4580241,-99.2568505,201,25275.04,25268.59,23815.59,25195.69,22838.59,24795.9,23815.59,22357.59,9621.74,24135.71,23912.12,27995.6604
DISTRITO FEDERAL         ,MIGUEL HIDALGO ,20.0959143,-98.7621668,202,11191.13,11183.5,9728.98,10408.08,10401.98,10709.29,9728.98,10897.95,11181.98,10584.73,9107.8,10830.804
HIDALGO                  ,PACHUCA        ,19.9864366,-102.3645506,203,25909.66,25909.66,24456.66,24255.66,22149.66,25436.97,24456.66,22477.26,22669.66,22629.6,22399.91,26250.336
MICHOACAN                ,ZAMORA         ,20.9934297,-89.6546193,204,28988.56,28988.56,27535.56,27948.56,27737.96,28515.87,27535.56,25363.76,12531.71,26452.29,26222.6,30684.6564
YUCATAN                  ,MERIDA         ,20.9601509,-89.5922702,205,11569.91,11569.91,10116.91,10789.91,10789.91,11097.22,10116.91,11281.31,11569.91,10950.97,9491.16,11276.186
YUCATAN                  ,MERIDA         ,32.494528,-117.0094894,206,13801.98,13801.98,12348.98,12924.78,11401.98,13329.29,12348.98,11893.38,12181.98,11937.98,11708.29,13848.0568
BAJA CALIFORNIA NORTE    ,TIJUANA        ,19.668847,-99.2127442,207,16300.6945,16295.0745,14842.0745,7765.17,13056.5945,19300.822,14842.0745,13382.6745,13576.5945,12814.0145,11895.3845,14070.38762
ESTADO DE MEXICO         ,CUAUTITLAN D RO,19.5084752,-99.0971786,208,16242.43,16240.91,16317.91,10600.91,10600.91,15768.22,16317.91,10928.51,11123.96,10527.17,9441.22,11218.2556
ESTADO DE MEXICO         ,ECATEPEC DE MOR,18.5197454,-88.324173,209,6929.65,6515.65,38324.2573,34558.5873,34558.5873,1895.79,38324.2573,34366.18833,33729.33,33108.59,32878.9,47675.51127
QUINTANA ROO             ,CHETUMAL       ,17.0415194,-96.7163452,210,26794.59,26794.59,25341.59,26697.39,24890.25,26321.9,25341.59,25381.65,25615.98,23888.14,23664.07,27710.2424
OAXACA                   ,OAXACA         ,32.5669607,-116.7782521,211,23264.59,23264.59,21811.59,22744.59,24080.25,22791.9,21811.59,24881.13,25073.53,24310.95,23393.84,27403.2948
BAJA CALIFORNIA NORTE    ,TECATE         ,24.815956,-107.4325978,212,27476.66,27476.66,26023.66,27476.66,27476.66,27003.97,26023.66,26528.23,26720.63,25706.66,25040.94,29321.0068
SINALOA                  ,CULIACAN       ,19.4815677,-99.3018055,213,13469.1,13469.1,12016.1,7829.1,7829.1,11352.58,12016.1,8320.5,7614.15,6556.1,6326.41,7605.076
ESTADO DE MEXICO         ,NAUCALPAN      ,19.2724025,-103.737483,214,17798.22,17798.22,16345.22,17798.22,18989.68,17555.22,16345.22,19153.48,19249.68,19005.68,19005.68,22046.5888
COLIMA                   ,COLIMA         ,19.177893,-96.2102868,215,23150.69,23150.69,22466.29247,25179.81,20432.8345,22678,22466.29247,21435.0545,19863.0845,19162.3245,18931.1145,22226.53322
VERACRUZ                 ,VERACRUZ       ,19.2840982,-99.7394013,216,25468.83,25468.83,24015.83,24428.83,24428.83,24996.14,24015.83,25084.03,24696.99,22812.83,22583.14,26462.8828
ESTADO DE MEXICO         ,TOLUCA         ,20.7057237,-103.5505477,217,13999.91,13999.91,12546.91,11251.61,10789.91,13527.22,12546.91,11281.31,11046.82,9516.91,9287.22,11039.6156
JALISCO                  ,ZAPOPAN        ,28.6526648,-106.2073751,218,18140.0889,18140.0889,16687.0889,9591.98,17620.0889,17667.3989,16687.0889,17670.3089,17622.8889,17163.3689,16933.6789,19912.08312
CHIHUAHUA                ,CHIHUAHUA      ,29.1450119,-111.0262808,219,28166.66,28166.66,26713.66,27646.66,27095.86,27693.97,26713.66,27517.38,27712.83,26865.83,26020.94,30477.26
SONORA                   ,HERMOSILLO     ,24.1117052,-110.3374958,220,20404.74,20404.74,18951.74,19884.74,29148.79,19932.05,18951.74,27293.16,27389.08,27090.73,26861.04,31427.822
BAJA CALIFORNIA SUR      ,LA PAZ         ,18.6504553,-91.8075083,221,30640.77,30640.79,25137.79,24510.77,24515.36,29479.29,25137.79,25687.12,21766.79,21522.77,21293.1,24969.9512
CAMPECHE                 ,CD DEL CARMEN  ,29.1141035,-111.0323167,222,31274.59,31274.59,29821.59,31153.09,27224.59,30801.9,29821.59,27896.16,28088.56,26855.64,26408.87,30900.7296
SONORA                   ,HERMOSILLO     ,19.1065353,-104.3353705,223,16222.91,16222.91,15040.8,15713.8,12554.8,15954.16,15040.8,11418.28,11706.88,11462.88,11233.19,13296.9408
COLIMA                   ,MANZANILLO COL.,19.702193,-101.3566661,224,33256.66,33256.66,31803.66,31623.76,30602.32,32783.97,31803.66,31537.14,29491.29,29247.29,29017.6,33926.8564
MICHOACAN                ,MORELIA        ,20.4873735,-100.9995286,225,18578.62,17703.0376,17961.0329,14007.74,16380.7645,18105.93,17961.0329,17052.3345,16545.2545,15794.7345,15565.0445,18321.89202
GUANAJUATO               ,CORTAZAR       ,21.0162125,-101.8943524,226,24338.84,24338.84,22885.84,24338.84,24338.84,23891.9,22885.84,26329.7,26714.5,26470.5,26266.56,30705.78
GUANAJUATO               ,SN FCO DEL RINC,17.5429234,-99.5026973,227,30096.83,30096.83,28643.83,29576.83,29576.83,29624.14,28643.83,28286.41,14863.98,29172.49,28942.8,33840.0884
GUERRERO                 ,CHILPANCINGO   ,18.8122337,-98.9513437,228,31333.6245,31331.8145,31070.2745,25319.37,31743.2745,33814.0845,31070.2745,32251.9145,32414.7345,30482.2245,30240.5845,35351.63162
MORELOS                  ,CUAUTLA        ,19.6040818,-99.1018203,229,27236.83,27236.83,25783.83,24845.73,24286.83,25221.9,25783.83,24373.23,23600.83,23356.83,23127.14,27093.9228
ESTADO DE MEXICO         ,ECATEPEC DE MOR,27.4927586,-99.5078194,230,10913.91,10913.91,9460.91,10913.91,10913.91,10441.22,9460.91,9101.51,9293.91,9049.91,8820.22,10497.8956
TAMAULIPAS               ,NUEVO LAREDO   ,18.5971457,-98.5359749,231,14817.74,14817.74,13364.74,14817.74,14817.74,14345.05,13364.74,14169.47,13788.74,13544.74,13315.05,15711.8984
PUEBLA                   ,IZUCAR DE MATAM,19.3610327,-99.2698295,232,30123.6245,30121.8145,29860.2745,24889.37,31313.2745,29795.1345,29860.2745,21749.81,20277.37,20033.37,19803.68,23238.7092
DISTRITO FEDERAL         ,CUAJIMALPA     ,32.3678731,-117.064242,233,23410.6,23408.79,28365.9173,24080.25,24080.25,23082.11,28365.9173,23358.63,23394.25,23150.25,22920.56,26854.29
BAJA CALIFORNIA NORTE    ,"ROSARITO B,C   ",19.2983578,-98.9153712,234,25475.65,25475.65,22523.66,23976.66,23976.66,25002.96,22523.66,24631.86,25550.91,22704.63,22474.94,26337.3708
ESTADO DE MEXICO         ,IXTAPALUCA     ,19.2780858,-99.047257,235,24480.6,24478.79,29435.9173,24890.25,24890.25,24152.11,29435.9173,25725.62,24910.73,23961.22,23731.53,27795.0152
ESTADO DE MEXICO         ,VALLE DE CHALCO,19.5255449,-99.0885955,236,26650.6,26648.79,31605.9173,25538.25,24080.25,26322.11,31605.9173,24751.82,23861.87,23494.22,23264.53,27253.2952
ESTADO DE MEXICO         ,ECATEPEC DE MOR,20.9612548,-89.6261182,237,24884.59,24884.59,23391.53,24324.53,24324.53,24411.9,23391.53,23172.16,10147.71,23747.48,23264.53,27253.2952
YUCATAN                  ,MERIDA         ,24.8090932,-107.4047177,238,27739.83,27739.83,26286.83,26699.83,26699.83,24928.84,26286.83,27355.03,14522.98,27287.81,26189.8,30646.6084
SINALOA                  ,CULIACAN       ,20.9897806,-89.6639622,239,6794.86,6794.86,5341.86,5494.86,5494.86,6322.17,5341.86,6787.14,7268.14,7024.14,6794.45,8150.9952
YUCATAN                  ,MERIDA         ,20.0287228,-100.757497,240,21359.91,21359.91,18003.41,16269.91,16269.91,20887.22,18003.41,16925.11,17309.91,16541.3,15027.22,17701.4144
GUANAJUATO               ,ACAMBARO       ,20.5649036,-100.3760951,241,24243.58,24243.58,21291.59,22744.59,22744.59,23770.89,21291.59,24407.85,24600.25,23403.51,22920.56,26854.29
QUERETARO                ,QUERETARO      ,18.1349588,-94.507213,242,25306.66,25306.66,23853.66,24786.66,23838.96,24833.97,23853.66,22684.26,22876.66,21643.74,21196.97,24854.9256
VERACRUZ                 ,COATZACOALCOS  ,24.0076285,-104.6646667,243,15600.91,15600.91,14879.91,15812.91,15812.91,15128.22,14879.91,15408.51,15600.91,14289.33,13300.22,15694.6956
DURANGO                  ,DURANGO        ,25.5942253,-103.5036314,244,23264.59,23264.59,21811.59,22744.59,22744.59,22791.9,21811.59,23072.19,23264.59,22031.67,21584.9,25304.9244
DURANGO                  ,GOMEZ PALACIO  ,25.8008969,-109.0173971,245,10499.91,10499.91,9046.91,9979.91,9979.91,10027.22,9046.91,10651.48,10843.88,9996.88,9164.19,10896.9008
SINALOA                  ,LOS MOCHIS     ,23.258624,-106.409045,246,18242.96,18242.96,17201.78357,10252.32,16682.3245,17770.27,17201.78357,17083.0045,16257.7945,15839.1245,15588.0945,18366.30842
SINALOA                  ,MAZATLAN       ,24.7527165,-107.4420166,247,13321.98,13321.98,11868.98,12025.03,12023.5,12849.29,11868.98,13184.95,13665.95,12125.5,10177.26,12072.062
SINALOA                  ,CULIACAN       ,31.3225539,-114.1671753,248,9360.86,9360.86,5477.86,5890.86,5890.86,8888.17,5477.86,6816.95,6502.27,5751.75,5522.06,6675.4288
SONORA                   ,AGUA PRIETA    ,31.3234337,-114.6934891,249,26716.59,26716.59,25263.59,25156.59,25156.59,26243.9,25263.59,26139.39,26716.59,26745,26513.79,31022.4368
SONORA                   ,PUERTO PE#ASCO ,19.0508157,-98.2352235,250,31811.58,31811.58,29560.19,29668.59,29668.59,31338.89,29560.19,27659.39,27320.59,27150.11,26018.9,30580.7784
PUEBLA                   ,PUEBLA         ,22.7622476,-102.6107105,251,31308.0889,31308.0889,29855.0889,22499.98,30528.0889,30835.3989,29855.0889,27781.0089,13838.7189,27206.5489,26976.8589,31559.59672
ZACATECAS                ,ZACATECAS      ,19.7015752,-103.4721308,252,26164.58,26164.58,23212.59,23365.59,23365.59,25691.89,23212.59,24184.59,24472.63,23215.59,22985.9,26930.0844
JALISCO                  ,CD GUZMAN JAL  ,25.5644207,-103.4414184,253,25844.25,25844.25,22883.11,23559.16,23560.69,25360.89,22883.11,24529.94,24826.16,24565.39,24334.18,28532.9956
COAHUILA                 ,TORREON        ,21.1031792,-101.8014984,254,12929.91,12929.91,11476.91,12409.91,11948.21,12457.22,11476.91,10651.48,10843.88,9996.88,9164.19,10896.9008
GUANAJUATO               ,LEON           ,25.7586964,-100.439581,255,10767.98,10767.98,9314.98,9987.98,9987.98,10295.29,9314.98,9502.78,9302.95,9058.95,8829.26,10508.382
NUEVO LEON               ,MONTERREY      ,25.755711,-100.2449636,256,12119.91,12119.91,9175.51,9735.91,9735.91,11647.22,9175.51,10063.51,10255.91,9785.57,8820.22,10497.8956
NUEVO LEON               ,APODACA        ,19.3912239,-99.0814591,257,10401.98,10401.98,13536.35874,5900.45,12324.3545,9929.29,13536.35874,13159.7245,13451.3745,11523.4845,11164.1145,13216.81322
DISTRITO FEDERAL         ,IZTAPALAPA     ,19.4276038,-98.9828858,258,30544.75,30544.75,28080.76,25611.76,26299.42,29829.06,28080.76,25895.02,26087.42,25897.42,24992.73,29951.6872
ESTADO DE MEXICO         ,SN VICENTE CHIC,19.646599,-99.2312925,259,25694.59,25694.59,24445.53,25378.53,25378.53,25221.9,24445.53,25846.16,25881.78,24588.56,24285.97,25703.9296
ESTADO DE MEXICO         ,TULTITLAN      ,19.0564977,-98.2528334,260,10499.91,10499.91,9046.91,9979.91,9979.91,10027.22,9046.91,10307.51,10499.91,9303.17,8820.22,10497.8956
PUEBLA                   ,PUEBLA         ,19.5096847,-98.9088483,261,23855.65,23855.65,20903.66,22356.66,23692.32,23382.96,20903.66,24019.92,24212.32,23185.21,22747.82,26640.8616
ESTADO DE MEXICO         ,TEXCOCO        ,19.3574343,-99.0073782,262,39256.46,39254.71,45401.4273,40807.16,39235.76,60881.846,45401.4273,40071.13,40124.56,38306.73,38077.04,58988.3168
ESTADO DE MEXICO         ,LOS REYES LA PA,19.398492,-99.0286009,263,12119.91,12119.91,10666.91,10710.43,9981.43,11647.22,10666.91,9704.51,9896.91,9393.62,8820.22,10497.8956
